,Unnamed: 0,Date,Time,Location,Operator,Flight #,Route,Type,Registration,cn/In,Aboard,Fatalities,Ground,Summary,latitude,longitude,Vectors,kmeans
2631,2631,02/19/1973,09:15,"Morgan City, Louisiana",Petrolium Helo Inc.,,"Oil platform - Morgan City, LA",Bell 206B,N14831,,5.0,5.0,0.0,"Crashed after the failure of the main rotor.  Pylon support link failed due to fatigue, causing complete failure of the main rotor.",29.6993748,-91.20677,"[-1.26630788  0.63108639  3.29693893 -4.05977124 -2.11346277 -6.66537875
  2.12046166  6.48725864 -1.87398456  3.11070607 12.83208114  5.82991123
  1.69552832 -3.80898824 -8.26560751]",3
2632,2632,02/21/1973,,"Cerro Horqueta, Panama",Aerovias Urraca,,David - Changuinola,Douglas DC-3,HP-560,19242,28.0,22.0,0.0,Flew into Cerro Horqueta Mountain.,8.3145327,-81.2322557,"[-1.11389482 -0.01477955  1.93464267 -1.4829219   0.53072274 -1.07528892
  1.4272545   0.28320435  0.08244097  0.74900597  1.57235986  0.20437165
  0.82181346  0.1123346  -0.87386531]",0
2633,2633,02/21/1973,14:10,"Near Isma'iliya, Egypt",Libya Arab Airlines,114,Tripoli - Cairo,Boeing B-727-224,5A-DAH,20244/650,113.0,110.0,0.0,"While en route from Tripoli to Cairo, the aircraft drifted over Israeli territory due to strong tailwinds and was shot down by Israeli Phantom fighters. After being hit, a fire broke out and the crew attempted to make an emergency landing in the desert but crashed and burst into flames. Cairo approach control radar and beacon not functioning.",30.93356075275514,32.31483763189879,"[ -4.45162128  -1.76749727   8.26605748  -8.23170922  -3.21426522
 -12.96668941  11.14871845  11.35374982  -1.66638807   3.01912379
  19.96606162  10.54567164   4.28323283  -2.84379073 -12.64194654]",4
2634,2634,02/22/1973,19:00,"Londonderry, Vermont",Air Taxi,,"Mt. Empire, VT - Springfield, VT",Cessna 310J,N3149L,,2.0,2.0,0.0,"Hit a 2,800 ft. mountain in fog and snow while descending to land. Improper IFR operation. Misunderstood ATC instructions.",43.2269123,-72.807441,"[-4.39004615 -0.89774141 10.17665106 -5.43056339  1.80283529 -4.88653663
  5.42602566  2.66721208  0.47656111  4.97967162 10.21434313  2.68467419
  5.24059519 -0.78464518 -6.48489803]",3
2635,2635,02/24/1973,,"Near Leningrad, Russia",Aeroflot,,,Ilyushin IL-18,CCCP-75712,189001804,79.0,79.0,0.0,The aircraft entered a spin and dove into the ground.,60.11353965148079,30.5299108561483,"[-0.93948568  0.15945525  1.25013232 -1.51150581 -0.59345423 -1.83269453
  1.51145226  1.79466477 -0.20950937  0.63855037  2.94212365  1.47075063
  0.7004212  -0.46765386 -1.6605911 ]",0
2636,2636,02/28/1973,,"Semipalatinsk, Kazakhstan",Aeroflot,,,Yakovlev YAK-40,CCCP-87602,9120118,32.0,32.0,0.0,Crashed on takeoff.,50.406737750000005,80.25028238526095,"[-0.46184433 -0.13937593  0.23537515 -0.70946065 -0.8954758  -1.39052325
  1.55449948  1.74280393 -0.45675804 -0.31247744  2.13089436  1.43003607
  0.12293936  0.03680232 -0.94087049]",0
2637,2637,02/28/1973,,"Szczecin, Poland",Military - Polish Air Force,,,Antonov An-24B,012,97305702,15.0,15.0,0.0,Crashed while  en route. Twelve Interior Ministers of Poland and Czechoslovakia,53.42968095,14.592912670292268,"[-1.76850662 -0.64271056  1.90020794 -2.75471935  0.04123369 -2.95876384
  3.59207535  0.46721313  0.06434891  0.02777547  1.95046571 -0.14332858
  1.00992852  0.93112318 -1.66190039]",0
2638,2638,02/28/1973,23:52,"Near Szczecin, Poland",Military - Polish Air Force,,Warsaw - Goleniow,Antonov AN-24B,012,,18.0,18.0,0.0,"The aircraft crashed into a forest, 1.4 miles short of the runway, while attempting to land at Goleniow Airport  in rain and poor visibility. Icing. Captain did not turn on deicing equipment.",53.45602551546472,14.842086378925869,"[-6.010188   -2.37618361  9.69533437 -6.15368919 -0.936147   -6.16645553
  9.2509062   6.72322901 -0.43072196  4.37738537 12.58090746  6.44702989
  5.61796003  2.00670041 -6.93418613]",3
2639,2639,02/28/1973,,"Near Nabire, Indonesia",Merpati Nusantara Airlines,,,de Havilland Canada DHC-6 Twin Otter 100,PK-NUC,70,13.0,13.0,0.0,Crashed while en route.,-2.8834565163931414,135.60171590402763,"[-1.76850662 -0.64271056  1.90020794 -2.75471935  0.04123369 -2.95876384
  3.59207535  0.46721313  0.06434891  0.02777547  1.95046571 -0.14332858
  1.00992852  0.93112318 -1.66190039]",0
2640,2640,03/03/1973,12:45,"Moscow, Russia",Balkan Bulgarian Airlines,307,Sofia - Moscow,Ilyushin IL-18V,LZ-BEM,182005602,25.0,25.0,0.0,"Crashed, broke up and burst in flames while on second approach after descending below glide slope. Icing of tailplane.",55.7505412,37.6174782,"[-2.45676753 -0.79412285  3.92291937 -3.20701574 -1.20158668 -4.9586373
  4.86606736  4.42045905 -0.72418445  1.85950508  8.02146381  4.17184351
  2.5758719   0.05539631 -4.36367923]",0
2641,2641,03/05/1973,,"Off Funchal, Portugal",Aviaco,,,Sud Aviation SE-210 Caravelle,EC-BID,228,3.0,3.0,0.0,Crashed into the ocean while on approach to land.,32.84021824706211,-16.84283775877463,"[-1.50487128 -0.79544081  2.60072234 -1.44206417 -0.44467898 -1.96752968
  2.77317297  2.2025359  -0.17145127  1.19296257  3.61052108  2.11549377
  1.54171656  0.65900056 -1.76668867]",0
2642,2642,03/05/1973,13:50,"Near Nantes, France",Lineas Aereas de Espana/Spantax SA Transportes,504/400,Palma de Mallorca - London,MD Douglas DC-9-32/Convair CV-990A,EC-BII/EC-BJC,47077/148 /30-10-22,182.0,68.0,0.0,Midair collision. Convair crew improperly assessed collision-course situation. Contributing factor was poor quality of radio transmissions. All sixty-eight aboard the DC-9 were killed while the Convair landed safely.,47.41822392441998,-1.1790151828075046,"[-3.14160815  2.17882392  8.80441349 -5.38669582  2.5485802  -8.49161125
  2.87175412  4.59782141  0.90730243  9.39876601 12.80869144  3.99174469
  6.10838071 -5.1971575  -9.38950747]",3
2644,2644,03/15/1973,,"Hyderabad, India",Indian Airlines,,Training,HAL-748-224,VT-EAU,541,3.0,3.0,0.0,While turning and aligning to land the right wing tip struck power lines and a tree. The aircraft then hit a house and caught fire. Multiple errors by the instructor as well as the trainees due to being under the influence of  alcohol.,17.360589,78.4740613,"[-3.04988423  0.30988685  3.43364568 -5.49281962 -4.03860809 -8.42094666
  7.05879851 10.3379316  -2.36152512  0.78936986 14.47455573  8.62286131
  2.12685202 -1.46453785 -8.30459231]",3
2645,2645,03/15/1973,14:00,"Off Brunswick, Maine",Military - U.S. Navy,,,Lockheed P-3B Orion,152749,185-5189,5.0,5.0,0.0,Crashed into the sea.,44.17580268251579,-69.62052877341607,"[-0.66079068 -0.2270567   0.55306427 -0.90033272 -0.57981269 -1.57121861
  1.82759583  1.34045476 -0.11754128  0.04337148  1.73633718  0.97298223
  0.44395916  0.41954458 -1.02637681]",0
2647,2647,04/10/1973,10:13,"Near Hochwald, Solothurn,  Switzerland",Invicta International Airlines (UK),,Bristol - Basel,Vickers Vanguard 952,G-AXOP,745,145.0,108.0,0.0,Cashed into a forest during a snowstorm. Malfunctioning navigation equipment. Navigational error by crew.,47.5114027919088,8.096786394248923,"[-0.39959605 -0.01757412  1.84035712 -0.7294036   0.27018565 -0.7001183
  0.19566183  0.58516955 -0.01937198  0.93188494  2.25079083  0.9062684
  0.70727253 -0.62066831 -1.22886074]",0
2648,2648,04/12/1973,15:00,"Sunnyvale, California",Military - U.S. Navy / NASA,,,Lockheed P-3C / Convair CV-990-30A-5,157332/N711NA,5547 / 1,17.0,16.0,0.0,"A Navy P-3C collided with a NASA research jet as it prepared to land at Moffett Naval Air Station. A ground controller mistakenly gave both planes permission to land on the same runway and the NASA plane settled on top of the P-3, 300 ft. off the ground. Both planes crashed onto a golf course. Five aboard the P-3 and 11 aboard the Convair were killed.",37.3688301,-122.036349,"[ -5.89734681   0.24180961   5.92461013  -7.33793761  -3.40372608
 -12.30484164  13.99472919  11.16086754  -0.25237422   3.23342803
  15.13660312   9.45475289   4.92610991   0.31916238  -7.84724899]",3
2650,2650,04/18/1973,,"Bamiyan, Afghanistan",Bakhtar Afghan Airlines,,Bamiyan - Kabul,de Havilland Canada DHC-6 Twin Otter 100,YA-GAT,111,19.0,4.0,0.0,The chartered American/Canadian tour group's plane crashed on takeoff.,34.75,67.25,"[-0.92498922 -0.31547148  0.30777802 -1.36958817 -1.47215915 -2.26465905
  3.00513217  2.68418598 -0.60889314 -0.71558475  2.89718711  2.29472613
  0.11009336  0.31174275 -1.31733808]",0
2651,2651,04/19/1973,17:04,"Davenport, Iowa",Air Iowa,,,Beech E18S,N310WA,,6.0,6.0,0.0,A preexisting crack in the lower wing spar cause the wing to separate in flight. Inadequate inspection and maintenance of aircraft.,41.5235808,-90.5770967,"[-1.07915453  0.3356139   2.33780244 -3.22427669 -1.23364921 -3.97190595
  0.79439763  3.16458768 -1.21502614  2.63803934  8.27512139  3.51254998
  1.24502671 -2.93207213 -5.82310045]",0
2652,2652,05/11/1973,18:00,"Greenville, Maine",Air Taxi,,"Concord, NH - Greenville, ME",Cessna 402B,N2985Q,,4.0,4.0,0.0,"The aircraft hit a fog shrouded hill at 1,400 ft. after descending below minima. Improper IFR operation.",45.458955,-69.5916835,"[-3.54571064 -0.5831135   9.72826612 -4.83080432  1.50883658 -4.15282574
  3.73423421  2.31144859  0.38676159  4.63023419  9.56521338  2.79064737
  4.80449225 -1.87926776 -6.21744379]",3
2653,2653,05/16/1973,10:45,"Deadhorse, Alaska",Winship Air Service - Air Taxi,,"Fairbanks, AK - Prudhoe, Alaska",Swearingen SA26T,N1214S,,5.0,2.0,0.0,The pilot became disoriented while attempting to  land and crashed 28nm from the airport. Improper IFR operation.,70.1999496,-148.461816,"[-3.00730635 -1.16474024  7.82208431 -3.26276755  0.59226157 -4.1763348
  4.75220643  2.99836266  0.28918642  3.58408694  8.46209431  3.46748972
  3.78800391 -0.56910098 -5.25552794]",0
2655,2655,05/19/1973,,"Svay Rieng, Cambodia",Cambodia Air,,,Douglas C-47A,XW-TDM,10078,11.0,11.0,0.0,Crashed shortly after taking off after being hit by ground fire.,11.1942275,105.7973275083619,"[-1.24437868  0.27038861  1.18724833 -2.41089243 -2.01074728 -4.59391069
  4.50069994  4.80335099 -0.86731049 -0.5629581   6.17522478  3.50644556
  0.55998175  0.11294555 -2.95626631]",0
2656,2656,05/29/1973,,"Near Rimouski, Canada",Air Gaspé,,,Douglas DC-3,CF-QBB,10081,4.0,4.0,0.0,The plane crashed and burned after striking a tree while on final instrument approach to Rimouski.,48.49368814768797,-68.25380354876152,"[-2.49321783 -0.90706107  5.22397529 -3.08035553 -0.65125282 -3.26161091
  4.16533616  3.1642938  -0.37637351  1.51356598  6.40793407  3.55260178
  2.70082948 -0.11209256 -3.32927075]",0
2657,2657,05/31/1973,21:50,"Near New Delhi, India",Indian Airlines,,Madras - Delhi,Boeing B-737-2A8,VT-EAM,20486/279,65.0,48.0,0.0,The plane crashed and caught fire after hitting power lines during a landing attempt. The landing was made despite visibility below minima. Crew error.,28.5558548,77.2488354,"[-2.97501541 -1.13520724  7.20540541 -4.93826298 -2.32105504 -7.29143307
  7.13702889  9.35334891 -1.29252443  2.06306146 14.20365375  8.88067688
  2.62920029 -2.05477819 -8.57311502]",3
2658,2658,06/01/1973,,"Sao Luis, Brazil",Cruzeiro,,Belem - Sao Luis,Sud Aviation SE-210 Caravelle VIN,PP-PDX,126/127,23.0,23.0,0.0,"While on a go-around the aircraft attained a nose up attitude, stalled and crashed. Loss of power in the No.1 engine at a critical stage of the landing.",-2.5295265,-44.2963942,"[-2.34488062 -0.77711963  1.66757687 -3.86472084 -4.32399194 -6.75929025
  5.56614161  8.95628822 -2.44015351 -0.03139599 12.22528684  8.59997594
  0.57510779 -3.27227946 -7.00143692]",3
2659,2659,06/03/1973,,"Goussainville, France",Aeroflot,,Demonstration,Tupolev TU-144,CCCP-77102,01-2,6.0,6.0,8.0,"During a steep climb at an airshow, the airplane was observed to level off very abruptly and then begin a dive. The plane broke apart and exploded before crashing into a residential area killing 8 people and seriously injuring 60 others. The pilot, possibly startled by a close encounter with a Mirage jet photographing the TU-144, overreacted causing a compressor stall. The aircraft then went into a dive and broke apart after the aircraft's design capacity was exceeded.",49.0323168,2.4733628,"[ -5.31901076  -0.69454252   7.0499191   -9.08928984  -3.44222527
 -12.46800378   8.38655236  10.60775407  -2.10677658   4.24371586
  19.20349646  10.15151381   3.83097979  -4.05611148 -12.69561717]",4
2660,2660,06/09/1973,,"Rio de Janeiro, Brazil",Varig,,,Boeing 707-327C,PP-VLJ,19106/502,4.0,2.0,0.0,The cargo plane was making an instrument approach to Runway 14 with the speed brake lever at 45 degrees and inboard spoilers deactivated when it was noted that the spoiler switch cover was open. The captain or copilot then closed the spoiler switch cover and activated the inboard spoiler causing the aircraft to pitch down. The plane descended from a height of about 70 meters and struck approach lights.,-22.9110137,-43.2093727,"[-5.73448434 -1.44342791 10.58970914 -7.62286814 -2.02118221 -8.34412213
  8.45648827  8.71156451 -1.38715915  3.72163275 16.52639794  9.96033835
  5.6617223  -2.33115001 -8.92043699]",3
2661,2661,06/20/1973,,"Near Puerto Vallarta, Mexico",Aeromexico,,Houston - Puerto Vallarta,McDonnell Douglas DC-9-15,XA-SOC,47100/153,27.0,27.0,0.0,"The aircraft hit high ground during an approach, 32 kms from the airport.",21.083439788224027,-105.1342677157215,"[-2.44594932 -0.33782879  4.14169449 -3.07972032 -0.67345213 -3.60848218
  3.56524691  3.90279987 -0.31088714  1.71889333  6.51637864  3.5458301
  2.433934   -0.34335366 -3.49503872]",0
2662,2662,06/30/1973,,"Amman, Jordan",Aeroflot,,"Amman, Jordan - Beiruit, Lebanon - Yerevan, Armenia",Tupolev TU-134A,CCCP-65668,1351306,84.0,5.0,3.0,"The aircraft was not able to lift off during takeoff, overshot the runway and crashed into a house bursting into flames.",31.9515694,35.9239625,"[-1.80045238 -0.37291536  1.23744418 -2.12602225 -2.48423205 -3.79288107
  4.49310711  4.66903031 -0.85162533  0.21665366  6.18921143  4.10416278
  1.24251695  0.14927562 -3.01971115]",0
2663,2663,07/11/1973,14:03,"Paris, Orly, France",Varig,820,Rio - de Janerio - Paris,Boeing B-707-345C,PP-VJZ,19106/683,134.0,123.0,0.0,Fire aboard the aircraft in the aft right toilet was reported and an emergency descent made. The plane was heavily damaged by fire before fire fighters could rescue passengers. Most fatalities were due to CO before rescuers could reach passengers. The fire started in the aft right toilet either from an electrical short or discarded cigarette.,48.73005955,2.367831255814345,"[ -1.89144335   0.99305221   3.46378249  -7.58126283  -5.44222216
 -14.99833921   8.77154925  14.89346674  -2.3246793    1.32303004
  21.13364583  12.55978915   2.23746663  -4.07259751 -13.73172452]",4
2664,2664,07/22/1973,22:07,"Off Papeete, Tahiti",Pan American World Airways,816,"Auckland, NZ - Papeete, Tahiti - Honolulu - Los Angeles",Boeing B-707-321B,N417PA,18959,79.0,78.0,0.0,The aircraft crashed 30 seconds after takeoff from Faaa Airport into the ocean. Cause unknown.  It is possible an instrument failure diverted the crews attention during a turn. The aircraft was named 'Clipper Winged Racer.',-17.19975880245119,-149.3984512357384,"[-2.70071601 -0.62148375  6.64499508 -6.21322082 -2.0113168  -8.51376827
  5.16946135  7.83475561 -1.24563623  4.24714062 15.67169726  7.58247775
  2.99847255 -3.73519185 -9.81683993]",3
2665,2665,07/23/1973,16:43,"St. Louis, Missouri",Ozark Air Lines,809,"Marion, IL - St. Louis",Fairchild-Hiller FH-227B,N4215,513,44.0,38.0,0.0,"The aircraft crashed after attempting to land in thunderstorms with heavy rain and high winds. After passing the outer marker, the aircraft descended below the glide slope, entered an area of heavy rain, was struck by lightning and crashed into the ground short of the runway. The aircraft's encounter with a downdraft following the captain's decision to initiate and continue an instrument approach into a thunderstorm. Lack of a timely issuance of a severe weather warning by the National Weather Service.",38.6280278,-90.1910154,"[-13.74315457  -3.49606235  24.98431233 -15.57909034   0.0372965
 -14.67115967  15.50947579  12.69595794  -0.32165795  12.74850122
  29.67327738  12.40197662  14.52858785   0.58842517 -18.18193316]",1
2666,2666,07/24/1973,07:08,"Honolulu, HI",Air Hawaii,,Honolulu - Lihue,Volpar C45G,N234JC,,5.0,5.0,0.0,"The plane experienced engine faiure while taking off and crashed into the ocean. Fuel starvation. Rear auxillary tanks not serviced. Overloaded, improper center of gravity.",21.304547,-157.855676,"[-1.66019611 -0.02144679  2.18311941 -3.79453799 -2.89795654 -6.60643363
  5.41098648  6.71241799 -1.37425721  0.44572122 10.04452151  6.22658277
  0.77578271 -1.61291162 -6.1471442 ]",3
2668,2668,08/04/1973,20:00,"Ketchikan, Alaska",Revilla Flying Service - Air Taxi,,"Ketchikan, AK - Metlakatla, AK",Cessna A185F,N70295,,5.0,5.0,0.0,The float plane crashed while en route. Probable cause undetermined.,55.3430696,-131.6466819,"[-2.27085687 -1.07698594  2.40822966 -4.4771986  -0.75216786 -5.22373182
  5.71476695  2.11793774  0.03631555  0.46456496  5.07120165  1.6374456
  0.98691126  0.4488648  -3.673658  ]",0
2669,2669,10/13/1973,20:15,"Near  Domodedovo, Russia",Aeroflot,964,Tbilisi - Moscow,Tupolev TU-104B,SSR-42486,021504,119.0,119.0,0.0,"After making a right turn, the aircraft plunged to earth from 1,500 ft.  Electrical failure of the compass and main gyro.",55.56889287485119,37.98132817608987,"[-1.64406356  0.02053723  2.61924711 -3.23298457 -1.20872846 -3.85956281
  2.35523722  4.39465347 -1.1389934   1.40463896  7.38479668  3.63973489
  1.17545472 -2.03742088 -4.6410296 ]",0
